Group,Name,Category,Description,ID Tag,Price,Weight,Width,Length,Height,Last inventory date,Expiry Date,Purchase date,Quantity unit,Stock Shortage,Default quantity,Storage 1,Quantity 1,Storage 2,Quantity 2,Storage 3,Quantity 3,Storage 4,Quantity 4,Storage 5,Quantity 5,Supplier 1,Supplier 1 price,Supplier 2,Supplier 2 price,Supplier 3,Supplier 3 price,Supplier 4,Supplier 4 price,Supplier 5,Supplier 5 price,Group property 1,Group property 2,Group property 3,Group property 4,Group property 5,Group property 6,Group property 7,Group property 8,Group property 9,Group property 10,Optimal Quantity,Category (full path),
Sample Group,C9018,TRANSISTOR,NO TIENE ECG,20160229,1,,,,,,,,,1,33,B2C15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C930,TRANSISTOR,ECG107,20160229,1,,,,,,,,,1,5,B2D2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,C945,TRANSISTOR,ECG85,20160229,1,,,,,,,,,1,24,B2D2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CA3140,TRANSISTOR,,,5,,,,,,,,,1,6,A2A7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CA5668,TRANSISTOR,,,10,,,,,,,,,1,1,A2A7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD1130,TRANSISTOR,,,,,,,,,,,,1,0,A2A8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD1517,TRANSISTOR,,,12,,,,,,,,,1,4,A2A8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD40106,TRANSISTOR,,,5,,,,,,,,,1,1,B3B10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4011BCN,TRANSISTOR,,,,,,,,,,,,1,7,A2A8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4013,TRANSISTOR,,,3,,,,,,,,,1,17,B3B7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4016,TRANSISTOR,,,3,,,,,,,,,1,6,B3B7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4017,TRANSISTOR,,,5,,,,,,,,,1,6,B3B7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4021,TRANSISTOR,,,3.5,,,,,,,,,1,3,B3B8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4047,TRANSISTOR,,,4,,,,,,,,,1,16,B3B8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4052,TRANSISTOR,,,5,,,,,,,,,1,15,B3B8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4052BE,TRANSISTOR,,,3,,,,,,,,,1,4,A2A8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4053B,TRANSISTOR,,,3,,,,,,,,,1,0,A2A8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4066,TRANSISTOR,,,5,,,,,,,,,1,1,A2A8,14,B3B8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4069,TRANSISTOR,,,4,,,,,,,,,1,2,A2A8,3,B3B8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4075,TRANSISTOR,,,5,,,,,,,,,1,9,B3B9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4081,TRANSISTOR,,,4,,,,,,,,,1,5,B3B10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4093,TRANSISTOR,,,5,,,,,,,,,1,2,B3B10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CD4094,TRANSISTOR,,,6,,,,,,,,,1,3,B3B10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,CQ0765RT,INTEGRADO,,,10,,,,,,,,,1,5,B2A13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CQ1265RT,INTEGRADO,,,10,,,,,,,,,1,0,B2A13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CQ1565R,INTEGRADO,,,14,,,,,,,,,1,0,B2A13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CSC2313,INTEGRADO,,,10,,,,,,,,,1,5,A2A9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CSM2B4,INTEGRADO,,,6,,,,,,,,,1,1,B2A13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CSM2BU,INTEGRADO,,,8,,,,,,,,,1,0,A2A9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CX1081,INTEGRADO,,,,,,,,,,,,1,0,A2A9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1013S,INTEGRADO,,,35,,,,,,,,,1,3,A2A9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1019,INTEGRADO,,,6,,,,,,,,,1,2,A2A9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1081S,INTEGRADO,,,,,,,,,,,,1,3,A2A9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1082BS,INTEGRADO,,,30,,,,,,,,,1,3,A2A9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1291P,INTEGRADO,,,,,,,,,,,,1,4,A2A10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1350,INTEGRADO,,,,,,,,,,,,1,5,A2A10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1446S,INTEGRADO,,,,,,,,,,,,1,2,A2A13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1465AS,INTEGRADO,,,50,,,,,,,,,1,1,A2A10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1538,INTEGRADO,,,15,,,,,,,,,1,1,A2A10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1691BM,INTEGRADO,,,22,,,,,,,,,1,8,A2A11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1691BS,INTEGRADO,,,12,,,,,,,,,1,7,A2A11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA1870,INTEGRADO,,,30,,,,,,,,,1,1,A2A11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA2025AS,INTEGRADO,,,,,,,,,,,,1,1,A2A11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXA2131AS,INTEGRADO,,,40,,,,,,,,,1,0,A2A11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXD1130,INTEGRADO,,,20,,,,,,,,,1,1,A2A13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXD98740M,INTEGRADO,,,,,,,,,,,,1,0,A2A13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXD9879AM,INTEGRADO,,,50,,,,,,,,,1,1,A2A13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXD9879M,INTEGRADO,,,50,,,,,,,,,1,1,A2A13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,CXP5034M,INTEGRADO,,,,,,,,,,,,1,0,A2A13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTEGRADO,
Sample Group,D1047,TRANSISTOR,NPN GRANDE 12A 160V 100W 150 °C ECG36,20160229,6,,,,,,,,,1,8,B3C4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1064,TRANSISTOR,NPN GRANDE 12A 60V 80W 150 °C ECG2304,20160229,6,,,,,,,,,1,0,B3C4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1092,TRANSISTOR,NPN GRANDE 4A 55V 80W 150 °C ECG2330,20160229,6,,,,,,,,,1,1,B3C5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D10V100,TRANSISTOR,,,10,,,,,,,,,1,3,A2A14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1207,TRANSISTOR,NPN CHICO 2A 60V 1W 150 °C ECG2363,20160229,2,,,,,,,,,1,15,B3C5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1273,TRANSISTOR,NPN MEDIANO 3A 80V 40W 150 °C ECG56,20160229,4,,,,,,,,,1,1,B3C5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1274,TRANSISTOR,NPN MEDIANO 6A 160V 40W 150 °C ECG54,20160229,3,,,,,,,,,1,10,B3C5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1275,TRANSISTOR,NPN MEDIANO 2A 60V 35W 150 °C ECG261,20160229,3,,,,,,,,,1,5,B3C5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1294,TRANSISTOR,NPN GRANDE 5A 60V 80W 150 °C ECG2335,20160229,7,,,,,,,,,1,1,B3C5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1398,TRANSISTOR,NPN GRANDE 5A 1500V 1200W 150 °C ECG2302,20160229,8,,,,,,,,,1,10,B3C6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1406,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C,20160229,5,,,,,,,,,1,3,B3C6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1414,TRANSISTOR,NPN MEDIANO 4A 100V 20W 150 °C ECG2547,20160229,5,,,,,,,,,1,1,B3C6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1439,TRANSISTOR,NPN GRANDE 3A 1500V 50W 150 °C ECG2302,20160229,8,,,,,,,,,1,4,B3C6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1457,TRANSISTOR,NPN GRANDE 6A 100V 60W 175 °C ECG377,20160229,7,,,,,,,,,1,2,B3C7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1458,TRANSISTOR,NPN CHICO 0.7A 20V 1W 150 °C ECG16006,20160229,1,,,,,,,,,1,3,B3C7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1555,TRANSISTOR,NPN GRANDE 5A 1500V 50W 150 °C ECG2331,20160229,7,,,,,,,,,1,1,B3C7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1556,TRANSISTOR,NPN GRANDE 6A 1500V 50W 150 °C,20160229,8,,,,,,,,,1,5,B3C7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1577,TRANSISTOR,NPN GRANDE 5A 1500V 100W 150 °C ECG2300,20160229,7,,,,,,,,,1,4,B3C7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1589,TRANSISTOR,NPN MEDIANO 5A 150V 20W 150 °C,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1632,TRANSISTOR,NPN GRANDE 4A 1500V 80W 175 °C,20160229,6,,,,,,,,,1,3,B3C8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1651,TRANSISTOR,NPN GRANDE 5A 1500V 60W 150 °C,20160229,6,,,,,,,,,1,3,B3C8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1711,TRANSISTOR,NPN GRANDE 5A 1500V 100W 150 °C,20160229,7,,,,,,,,,1,2,B3C8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1762,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C ECG2673,20160229,5,,,,,,,,,1,1,B3C8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1789,TRANSISTOR,NPN MEDIANO 4A 200V 25W 150 °C ECG2553,20160229,9,,,,,,,,,1,14,B3C8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1796,TRANSISTOR,NPN MEDIANO 4A 60V 25W 150 °C,20160229,5,,,,,,,,,1,11,B3C9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1825,TRANSISTOR,NPN MEDIANO 4A 70V 20W 150 °C ECG2551,20160229,5,,,,,,,,,1,6,B3C9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1877,TRANSISTOR,NPN GRANDE 4A 1500V 50W 150 °C ECG2331,20160229,6,,,,,,,,,1,3,B3C9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1880,TRANSISTOR,NPN GRANDE 8A 1500V 70W 150 °C ECG2353,20160229,8,,,,,,,,,1,6,B3C9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1886,TRANSISTOR,NPN GRANDE 8A 1500V 70W 150 °C ECG2324,20160229,8,,,,,,,,,1,3,B3C9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D1944,TRANSISTOR,NPN MEDIANO 3A 80V 30W 150 °C ECG56,20160229,5,,,,,,,,,1,10,B3C10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2012,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C ECG54,20160229,5,,,,,,,,,1,4,B3C10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2058,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C ECG377,20160229,5,,,,,,,,,1,10,B3C10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2061,TRANSISTOR,NPN MEDIANO 3A 80V 30W 150 °C ECG152,20160229,4,,,,,,,,,1,5,B3C10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2089,TRANSISTOR,NPN GRANDE 3.5A 1500V 40W 150 °C ECG2331,20160229,7,,,,,,,,,1,6,B3C10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2092,TRANSISTOR,NPN MEDIANO 3A 100V 25W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,5,B3C11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2095,TRANSISTOR,NPN GRANDE 5A 15000V 50W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,2,B3C11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D20962,TRANSISTOR,,,10,,,,,,,,,1,1,A2A16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2102,TRANSISTOR,NPN MEDIANO 4A 60V 25W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,2,B3C11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2137,TRANSISTOR,NPN MEDIANO 3A 60V 15W 150 °C NO TIENE ECG,20160229,5,,,,,,,,,1,10,B3C11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2144,TRANSISTOR,NPN CHICO 0.5A 25V 0.3W 150 °C ECG2503,20160229,1,,,,,,,,,1,30,B3C12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2253,TRANSISTOR,NPN GRANDE 6A 1700V 50W 150 °C ECG2678,20160229,8,,,,,,,,,1,1,B3C12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2263,TRANSISTOR,NPN CHICO 0.5A 25V 0.5W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,0,B3C12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2394,TRANSISTOR,NPN MEDIANO 3A 80V 25W 150 °C ECG56,20160229,4,,,,,,,,,1,6,B3C12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2395,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C ECG2673,20160229,4,,,,,,,,,1,4,B3C12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2396,TRANSISTOR,NPN GRANDE 3A 80V 30W 150 °C ECG56,20160229,4,,,,,,,,,1,10,B3C13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2398,TRANSISTOR,NPN MEDIANO 2A 100V 20W 150 °C NO TIENE ECG,20160229,5,,,,,,,,,1,1,B3C13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2439,TRANSISTOR,NPN GRANDE 10A 160V 80W 150 °C ECG2649,20160229,7,,,,,,,,,1,9,B3C13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2495,TRANSISTOR,NPN GRANDE 6A 110V 30W 150 °C ECG2693,20160229,3,,,,,,,,,1,4,B3C13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2498,TRANSISTOR,NPN GRANDE 6A 1500V 50W 150 °C ECG2324,20160229,8,,,,,,,,,1,4,B3C14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2499,TRANSISTOR,NPN GRANDE 6A 1500V 50W 150 °C ECG2331,20160229,7,,,,,,,,,1,0,B3C14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2539,TRANSISTOR,NPN GRANDE 7A 1500V 50W 150 °C ECG2353,20160229,7,,,,,,,,,1,2,B3C14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2553,TRANSISTOR,NPN GRANDE 12A 160V 80W 150 °C ECG2639,20160229,10,,,,,,,,,1,4,B3C14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2578,TRANSISTOR,NPN GRANDE 8A 1500V 60W 150 °C ECG2353,20160229,8,,,,,,,,,1,2,B3C15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2580,TRANSISTOR,NPN GRANDE 10A 1500V 70W 150 °C ECG2353,20160229,8,,,,,,,,,1,4,B3C15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2586,TRANSISTOR,NPN GRANDE 5A 1500V 50W 150 °C ECG2353,20160229,8,,,,,,,,,1,7,B3C15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D261,TRANSISTOR,NPN CHICO 0.7A 40V 0.5W 125 °C,20160229,1,,,,,,,,,1,73,B3C1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2624,TRANSISTOR,NPN GRANDE 6A 1500V 60W 150 °C ECG2353,20160229,8,,,,,,,,,1,8,B3D1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2627,TRANSISTOR,NPN MEDIANO 6A 1500V 30W 150 °C ECG2640,20160229,6,,,,,,,,,1,5,B3D1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2634,TRANSISTOR,NPN GRANDE 8A 1500V 65W 150 °C ECG2353,20160229,8,,,,,,,,,1,12,B3D1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2642,TRANSISTOR,NPN MEDIANO 6A 110V 30W 150 °C,20160229,5,,,,,,,,,1,3,B3D2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D2689,TRANSISTOR,NPN MEDIANO 10A 1500V 35W 150 °C  NO TIENE ECG,20160229,6,,,,,,,,,1,2,B3D2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D288,TRANSISTOR,NPN MEDIANO 2A 80V 20W 150 °C  ECG196,20160229,3,,,,,,,,,1,5,B3C1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D362,TRANSISTOR,NPN MEDIANO 8A 150V 40W 175 °C ECG54,20160229,3,,,,,,,,,1,9,B3C1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D368,TRANSISTOR,NPN MEDIANO 10A 1300V 50W 150 °C,20160229,2,,,,,,,,,1,1,B3C1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D390,TRANSISTOR,NPN MEDIANO 3A 60V 25W 150 °C     ECG152,20160229,3,,,,,,,,,1,19,B3C1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D400,TRANSISTOR,NPN CHICO 1A 25V 0.75W 125 °C ECG382,20160229,2,,,,,,,,,1,16,B3C1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D4050,TRANSISTOR,NPN CHICO 0.1A 120V 0.3W 150 °C,20160229,3,,,,,,,,,1,6,B3B8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D408,TRANSISTOR,NPN MEDIANO 5A 150V 25W 150 °C,20160229,2,,,,,,,,,1,18,B3C2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D468,TRANSISTOR,NPN CHICO 0.5A 20V 0.9W 125 °C,20160229,2,,,,,,,,,1,18,B3C2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D471,TRANSISTOR,NPN CHICO 1A 30V 0.8W 150 °C ECG293,20160229,1,,,,,,,,,1,1,B3C2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D4SB80Z05,TRANSISTOR,,20160229,15,,,,,,,,,1,2,B2A13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5017,TRANSISTOR,NPN GRANDE 6A 1500V 60W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,0,B3D2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5023,TRANSISTOR,NPN MEDIANO 6A 1500V 40W 150 °C  NO TIENE ECG,20160229,6,,,,,,,,,1,6,B3D2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5024,TRANSISTOR,NPN GRANDE 6A 1500V 40W 150 °C  NO TIENE ECG,20160229,6,,,,,,,,,1,8,B3D3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5032,TRANSISTOR,NPN GRANDE 8A 1500V 50W 150 °C NO TIENE ECG,20160229,10,,,,,,,,,1,1,B3D3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5036,TRANSISTOR,NPN GRANDE 8A 1700V 50W 150 °C  NO TIENE ECG,20160229,9,,,,,,,,,1,0,B3D3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5038,TRANSISTOR,NPN GRANDE 10A 1200V 50W 150 °C  NO TIENE ECG,20160229,8,,,,,,,,,1,3,B3D3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5071,TRANSISTOR,NPN GRANDE 3.5A 1500V 50W 150 °C   NO TIENE ECG,20160229,7,,,,,,,,,1,4,B3D4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5072,TRANSISTOR,NPN GRANDE 5A 1500V 60W 150 °C  ECG2331,20160229,7,,,,,,,,,1,3,B3D4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D526,TRANSISTOR,NPN MEDIANO 4A 80V 30W 150 °C ECG241,20160229,3,,,,,,,,,1,2,B3C2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5287,TRANSISTOR,NPN GRANDE 5A 900V 50W 150 °C NO TIENE ECG,20160229,8,,,,,,,,,1,7,B3D4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5404,TRANSISTOR,NO TIENE ECG,20160229,10,,,,,,,,,1,3,B3D5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5702,TRANSISTOR,NPN GRANDE 6A 1500V 60W 150 °C  ECG2354,20160229,8,,,,,,,,,1,16,B3D5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D5703,TRANSISTOR,NPN GRANDE 10A 1500V 70W 150 °C ECG2677,20160229,8,,,,,,,,,1,2,B3D5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D588,TRANSISTOR,NPN MEDIANO 7A 150V 80W 150 °C,20160229,3,,,,,,,,,1,1,B3C2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D613,TRANSISTOR,NPN MEDIANO 6A 100V 40W 150 °C ECG377,20160229,3,,,,,,,,,1,10,B3C2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
Sample Group,D667,TRANSISTOR,NPN CHICO 1A 80V 0.9W 150 °C ECG382,20160229,2,,,,,,,,,1,19,B3C2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSISTOR,
