codigo,cantidad,producto,descripcion,precio,ubicacion,precioCompra,ultimoProveedor,imagen,stockMinimo,categoria
,,STRF6454,,25.0,B2B8,12.5,,,1.0,TRANSISTOR
,,STRF6456,,24.0,B2B8,12.0,,,1.0,TRANSISTOR
,,STRF6514,,20.0,B2B9,10.0,,,1.0,TRANSISTOR
,,STRF6524,,20.0,B2B9,10.0,,,1.0,TRANSISTOR
,,STRF6624,,20.0,B2B9,10.0,,,1.0,TRANSISTOR
,,STRF6626,,15.0,B2B9,7.5,,,1.0,TRANSISTOR
,,STRF6650,,20.0,B2B10,10.0,,,1.0,TRANSISTOR
,,STRF6653,,16.0,B2B10,8.0,,,1.0,TRANSISTOR
,,STRF6654,,15.0,B2B10,7.5,,,1.0,TRANSISTOR
,,STRF6656,,18.0,B2B10,9.0,,,1.0,TRANSISTOR
,,STRF6707,,17.0,B2B10,8.5,,,1.0,TRANSISTOR
,,STRG5623A,,12.0,B3A2,6.0,,,1.0,TRANSISTOR
,,STRG5653,,12.0,B3A2,6.0,,,1.0,TRANSISTOR
,,STRG6351,,8.0,B3A2,4.0,,,1.0,TRANSISTOR
,,STRG6353,,16.0,B3A2,8.0,,,1.0,TRANSISTOR
,,STRG6624,,10.0,B3A3,5.0,,,1.0,TRANSISTOR
,,STRG6653,,12.0,B3A3,6.0,,,1.0,TRANSISTOR
,,STRG9656,,20.0,B3A3,10.0,,,1.0,TRANSISTOR
,,STRM6559,,25.0,B2B11,12.5,,,1.0,TRANSISTOR
,,STRS5041G,,35.0,B2B11,17.5,,,1.0,TRANSISTOR
,,STRS5708,,28.0,B2B11,14.0,,,1.0,TRANSISTOR
,,STRS5717,,20.0,B2B11,10.0,,,1.0,TRANSISTOR
,,STRS5741,,20.0,B2B11,10.0,,,1.0,TRANSISTOR
,,STRS5941,,20.0,B2B11,10.0,,,1.0,TRANSISTOR
,,STRS6301,,20.0,B2B12,10.0,,,1.0,TRANSISTOR
,,STRS6302,,25.0,B2B12,12.5,,,1.0,TRANSISTOR
,,STRS6307,,18.0,B2B12,9.0,,,1.0,TRANSISTOR
,,STRS6308,,20.0,B2B12,10.0,,,1.0,TRANSISTOR
,,STRS6309,,20.0,B2B12,10.0,,,1.0,TRANSISTOR
,,STRS6706,,17.0,B2B13,8.5,,,1.0,TRANSISTOR
,,STRS6707,,17.0,B2B13,8.5,,,1.0,TRANSISTOR
,,STRS6708,,20.0,B2B13,10.0,,,1.0,TRANSISTOR
,,STRS6709,,18.0,B2B13,9.0,,,1.0,TRANSISTOR
,,STRW5453,,15.0,B3A4,7.5,,,1.0,TRANSISTOR
,,STRW5667,,13.0,B3A4,6.5,,,1.0,TRANSISTOR
,,STRW5753,,10.0,B3A4,5.0,,,1.0,TRANSISTOR
,,STRW6052S,,20.0,B3A4,10.0,,,1.0,TRANSISTOR
,,STRW6053S,,24.0,B3A4,12.0,,,1.0,TRANSISTOR
,,STRW6252,,12.0,B3A5,6.0,,,1.0,TRANSISTOR
,,STRW6253,,12.0,B3A5,6.0,,,1.0,TRANSISTOR
,,STRW6553,,12.0,B3A5,6.0,,,1.0,TRANSISTOR
,,STRW6554,,12.0,B3A5,6.0,,,1.0,TRANSISTOR
,,STRW6556,,12.0,B3A6,6.0,,,1.0,TRANSISTOR
,,STRW6653,,12.0,B3A6,6.0,,,1.0,TRANSISTOR
,,STRW6654,,12.0,B3A6,6.0,,,1.0,TRANSISTOR
,,STRW6735,,10.0,B3A6,5.0,,,1.0,TRANSISTOR
,,STRW6750,,14.0,B3A6,7.0,,,1.0,TRANSISTOR
,,STRW6753,,12.0,B3A7,6.0,,,1.0,TRANSISTOR
,,STRW6754,,10.0,B3A7,5.0,,,1.0,TRANSISTOR
,,STRW6756,,18.0,B3A7,9.0,,,1.0,TRANSISTOR
,,STRW6852,,20.0,B3A7,10.0,,,1.0,TRANSISTOR
,,STRX6556,,24.0,B2B14,12.0,,,1.0,TRANSISTOR
,,STRX6750,,28.0,B2B14,14.0,,,1.0,TRANSISTOR
,,STRX6756,,30.0,B2B14,15.0,,,1.0,TRANSISTOR
,,STRX6757,,26.0,B2B14,13.0,,,1.0,TRANSISTOR
,,STRX6759,,24.0,B2B15,12.0,,,1.0,TRANSISTOR
,,STRX6768,,28.0,B2B15,14.0,,,1.0,TRANSISTOR
,,STRX6769,,36.0,B2B15,18.0,,,1.0,TRANSISTOR
,,STRY6763,,26.0,B2B15,13.0,,,1.0,TRANSISTOR
,,STRZ2152,,34.0,B3A8,17.0,,,1.0,TRANSISTOR
,,STRZ2757,,30.0,B3A8,15.0,,,1.0,TRANSISTOR
,,STV5109,,15.0,A2B27,7.5,,,1.0,TRANSISTOR
,,STV8131,,6.0,A2B26,3.0,,,1.0,TRANSISTOR
,,STV8172,,6.0,A2B26,3.0,,,1.0,TRANSISTOR
,,STV9302,,6.0,A2B26,3.0,,,1.0,TRANSISTOR
,,STV9325,=3B47657,10.0,A2B26,5.0,,,1.0,TRANSISTOR
,,STV9326,,10.0,A2B25,5.0,,,1.0,TRANSISTOR
,,STV9378,,14.0,A2B25,7.0,,,1.0,TRANSISTOR
,,STV9379,,16.0,A2B25,8.0,,,1.0,TRANSISTOR
,,STV9381,,25.0,A2B25,12.5,,,1.0,TRANSISTOR
,,TA1201,,30.0,A2B28,15.0,,,1.0,TRANSISTOR
,,TA1282,,20.0,A2B28,10.0,,,1.0,TRANSISTOR
,,TA2008,,5.0,A2B28,2.5,,,1.0,TRANSISTOR
,,TA2057,,18.0,A2B28,9.0,,,1.0,TRANSISTOR
,,TA2058,,15.0,A2B28,7.5,,,1.0,TRANSISTOR
,,TA2068,,7.0,A2B28,3.5,,,1.0,TRANSISTOR
,,TA2092,,10.0,A2B29,5.0,,,1.0,TRANSISTOR
,,TA6668,,4.0,A2B29,2.0,,,1.0,TRANSISTOR
,,TA7063,,4.0,A2B29,2.0,,,1.0,TRANSISTOR
,,TA7070,,5.0,A2B29,2.5,,,1.0,TRANSISTOR
,,TA7072,,5.0,A2B29,2.5,,,1.0,TRANSISTOR
,,TA7108,,8.0,A2B29,4.0,,,1.0,TRANSISTOR
,,TA7120,,6.0,A2B29,3.0,,,1.0,TRANSISTOR
,,TA7124,,3.5,A2B29,1.75,,,1.0,TRANSISTOR
,,TA7130,,3.0,A2C1,1.5,,,1.0,TRANSISTOR
,,TA7136,,3.0,A2C1,1.5,,,1.0,TRANSISTOR
,,TA7140,,4.0,A2C1,2.0,,,1.0,TRANSISTOR
,,TA7176,,5.0,A2C1,2.5,,,1.0,TRANSISTOR
,,TA7184,,20.0,A2C1,10.0,,,1.0,TRANSISTOR
,,TA7203,,10.0,A2C1,5.0,,,1.0,TRANSISTOR
,,TA7205,,8.0,A2C1,4.0,,,1.0,TRANSISTOR
,,TA7209,,8.0,A2C1,4.0,,,1.0,TRANSISTOR
,,TA7217,,4.0,A2C2,2.0,,,1.0,TRANSISTOR
,,TA7222,,5.0,A2C2,2.5,,,1.0,TRANSISTOR
,,TA7223,,7.0,A2C2,3.5,,,1.0,TRANSISTOR
,,TA7225,,10.0,A2C2,5.0,,,1.0,TRANSISTOR
,,TA7230,,6.0,A2C2,3.0,,,1.0,TRANSISTOR
,,TA7232,,6.0,A2C2,3.0,,,1.0,TRANSISTOR
,,TA7233,,6.0,A2C2,3.0,,,1.0,TRANSISTOR
,,TA7237,,10.0,A2C2,5.0,,,1.0,TRANSISTOR
,,TA7240,,14.0,A2C2,7.0,,,1.0,TRANSISTOR
,,TA7242,,7.0,A2C3,3.5,,,1.0,TRANSISTOR
,,TA7250,,20.0,A2C3,10.0,,,1.0,TRANSISTOR
,,TA7256,,5.0,A2C3,2.5,,,1.0,TRANSISTOR
,,TA7267,,18.0,A2C3,9.0,,,1.0,TRANSISTOR
,,TA7270,,8.0,A2C3,4.0,,,1.0,TRANSISTOR
,,TA7271,,8.0,A2C3,4.0,,,1.0,TRANSISTOR
,,TA7274,,18.0,A2C3,9.0,,,1.0,TRANSISTOR
,,TA7282,,7.0,A2C3,3.5,,,1.0,TRANSISTOR
,,TA7283,,6.0,A2C4,3.0,,,1.0,TRANSISTOR
,,TA7291,,5.0,A2C4,2.5,,,1.0,TRANSISTOR
,,TA7291S,,5.0,A2C4,2.5,,,1.0,TRANSISTOR
,,TA7299,,10.0,A2C4,5.0,,,1.0,TRANSISTOR
,,TA7303,,4.0,A2C4,2.0,,,1.0,TRANSISTOR
,,TA7317,,,A2C5,,,,1.0,TRANSISTOR
,,TA7318,,4.0,A2C4,2.0,,,1.0,TRANSISTOR
,,TA7323,,4.0,A2C4,2.0,,,1.0,TRANSISTOR
,,TA7325,,3.0,A2C4,1.5,,,1.0,TRANSISTOR
,,TA7335,,3.5,A2C5,1.75,,,1.0,TRANSISTOR
,,TA7336,,5.0,A2C5,2.5,,,1.0,TRANSISTOR
,,TA7343,,3.0,A2C5,1.5,,,1.0,TRANSISTOR
,,TA7358,,3.0,A2C5,1.5,,,1.0,TRANSISTOR
,,TA7368,,3.5,A2C5,1.75,,,1.0,TRANSISTOR
,,TA7376,,3.5,A2C5,1.75,,,1.0,TRANSISTOR
,,TA7604,,5.0,A2C6,2.5,,,1.0,TRANSISTOR
,,TA7607,,5.0,A2C6,2.5,,,1.0,TRANSISTOR
,,TA7609,,5.0,A2C6,2.5,,,1.0,TRANSISTOR
,,TA7611,,5.0,A2C6,2.5,,,1.0,TRANSISTOR
,,TA7612AP,,7.0,A2C6,3.5,,,1.0,TRANSISTOR
,,TA7614,,13.0,A2C6,6.5,,,1.0,TRANSISTOR
,,TA7628,,5.0,A2C7,2.5,,,1.0,TRANSISTOR
,,TA7629,,8.0,A2C7,4.0,,,1.0,TRANSISTOR
,,TA7630,,8.0,A2C7,4.0,,,1.0,TRANSISTOR
,,TA7634,,30.0,A2C7,15.0,,,1.0,TRANSISTOR
,,TA7640,,4.0,A2C7,2.0,,,1.0,TRANSISTOR
,,TA7644,,25.0,A2C7,12.5,,,1.0,TRANSISTOR
,,TA7668,,,A2C7,,,,1.0,TRANSISTOR
,,TA7676,,9.0,A2C7,4.5,,,1.0,TRANSISTOR
,,TA7680,,12.0,A2C8,6.0,,,1.0,TRANSISTOR
,,TA7738,,7.0,A2C8,3.5,,,1.0,TRANSISTOR
,,TA7769,,4.0,A2C8,2.0,,,1.0,TRANSISTOR
,,TA7778,,13.0,A2C8,6.5,,,1.0,TRANSISTOR
,,TA7784,,5.0,A2C8,2.5,,,1.0,TRANSISTOR
,,TA8102,,5.0,A2C9,2.5,,,1.0,TRANSISTOR
,,TA8110,,,A2C9,,,,1.0,TRANSISTOR
,,TA8119,,7.0,A2C9,3.5,,,1.0,TRANSISTOR
,,TA8122AF,,8.0,A2C9,4.0,,,1.0,TRANSISTOR
,,TA8122P,,5.0,A2C9,2.5,,,1.0,TRANSISTOR
,,TA8127,,5.0,A2C9,2.5,,,1.0,TRANSISTOR
,,TA8132,,,A2C9,,,,1.0,TRANSISTOR
,,TA8142,,5.0,A2C9,2.5,,,1.0,TRANSISTOR
,,TA8148,,7.0,A2C10,3.5,,,1.0,TRANSISTOR
,,TA8164,,5.0,A2C10,2.5,,,1.0,TRANSISTOR
,,TA8167,,7.0,A2C10,3.5,,,1.0,TRANSISTOR
,,TA8176,,7.0,A2C10,3.5,,,1.0,TRANSISTOR
,,TA8184,,15.0,A2C10,7.5,,,1.0,TRANSISTOR
,,TA8189N,,7.0,A2C10,3.5,,,1.0,TRANSISTOR
,,TA8200,,10.0,A2C10,5.0,,,1.0,TRANSISTOR
,,TA8205,,12.0,A2C10,6.0,,,1.0,TRANSISTOR
,,TA8207,,7.0,A2C11,3.5,,,1.0,TRANSISTOR
,,TA8210,,12.0,A2C11,6.0,,,1.0,TRANSISTOR
,,TA8211HQ,,17.0,A2C11,8.5,,,1.0,TRANSISTOR
,,TA8213K,,6.0,A2C11,3.0,,,1.0,TRANSISTOR
,,TA8215,,12.0,A2C11,6.0,,,1.0,TRANSISTOR
,,TA8216H,,8.0,A2C12,4.0,,,1.0,TRANSISTOR
,,TA8217,,5.0,A2C12,2.5,,,1.0,TRANSISTOR
,,TA8218,,12.0,A2C12,6.0,,,1.0,TRANSISTOR
,,TA8220AH,,20.0,A2C12,10.0,,,1.0,TRANSISTOR
,,TA8221,,20.0,A2C12,10.0,,,1.0,TRANSISTOR
,,TA8223,,10.0,A2C12,5.0,,,1.0,TRANSISTOR
,,TA8227,,4.0,A2C13,2.0,,,1.0,TRANSISTOR
,,TA8229,,10.0,A2C13,5.0,,,1.0,TRANSISTOR
,,TA8232,,20.0,A2C13,10.0,,,1.0,TRANSISTOR
,,TA8238,,10.0,A2C13,5.0,,,1.0,TRANSISTOR
,,TA8251,,15.0,A2C13,7.5,,,1.0,TRANSISTOR
,,TA8255,,35.0,A2C14,17.5,,,1.0,TRANSISTOR
,,TA8259,,35.0,A2C14,17.5,,,1.0,TRANSISTOR
,,TA8263,,35.0,A2C14,17.5,,,1.0,TRANSISTOR
,,TA8264HR,,25.0,A2C14,12.5,,,1.0,TRANSISTOR
,,TA8276,,28.0,A2C14,14.0,,,1.0,TRANSISTOR
,,TA8403,,7.0,A2C15,3.5,,,1.0,TRANSISTOR
,,TA8410,,9.0,A2C15,4.5,,,1.0,TRANSISTOR
,,TA8427,,7.0,A2C15,3.5,,,1.0,TRANSISTOR
,,TA8432,,10.0,A2C15,5.0,,,1.0,TRANSISTOR
,,TA8601BN,,18.0,A2C15,9.0,,,1.0,TRANSISTOR
,,TA8659,,50.0,A2C16,25.0,,,1.0,TRANSISTOR
,,TA8680,,20.0,A2C16,10.0,,,1.0,TRANSISTOR
,,TA8690,,24.0,A2C16,12.0,,,1.0,TRANSISTOR
,,TA8725,,45.0,A2C17,22.5,,,1.0,TRANSISTOR
,,TA8745,,30.0,A2C17,15.0,,,1.0,TRANSISTOR
,,TA8801AN,,16.0,A2C17,8.0,,,1.0,TRANSISTOR
,,TA8801N,,12.0,A2C17,6.0,,,1.0,TRANSISTOR
,,TA8825,,35.0,A2C17,17.5,,,1.0,TRANSISTOR
,,TAS5142,,36.0,A2C19,18.0,,,1.0,TRANSISTOR
,,TAS5342,,25.0,A2C19,12.5,,,1.0,TRANSISTOR
,,TAS5352,,30.0,A2C19,15.0,,,1.0,TRANSISTOR
,,TAS5612,,36.0,A2C19,18.0,,,1.0,TRANSISTOR
,,TB1231,,30.0,A2C18,15.0,,,1.0,TRANSISTOR
,,TB2903HQ,,28.0,A2C18,14.0,,,1.0,TRANSISTOR
,,TB2904HQ,,30.0,A2C18,15.0,,,1.0,TRANSISTOR
,,TB2926,,28.0,A2C18,14.0,,,1.0,TRANSISTOR
,,TB2929HQ,,30.0,A2C18,15.0,,,1.0,TRANSISTOR
,,TB2946HQ,,32.0,A2C18,16.0,,,1.0,TRANSISTOR
,,TC4013BP,,10.0,A2C20,5.0,,,1.0,TRANSISTOR
,,TC9125BP,,12.0,A2C20,6.0,,,1.0,TRANSISTOR
,,TC9149P,,8.0,A2C20,4.0,,,1.0,TRANSISTOR
,,TC9153,,8.0,A2C20,4.0,,,1.0,TRANSISTOR
,,TC9163,,15.0,A2C20,7.5,,,1.0,TRANSISTOR
,,TC9172,,10.0,A2C20,5.0,,,1.0,TRANSISTOR
,,TC9227,,15.0,A2C20,7.5,,,1.0,TRANSISTOR
,,TC9284,,18.0,A2C20,9.0,,,1.0,TRANSISTOR
,,TC9668RX,,15.0,A2C21,7.5,,,1.0,TRANSISTOR
,,TCLA21V01-TD,,60.0,A2C21,30.0,,,1.0,TRANSISTOR
,,TCPN3081PA09AB,,50.0,A1,25.0,,,1.0,FLYBACK
,,TD6359,,10.0,A2C22,5.0,,,1.0,TRANSISTOR
,,TDF8556,,56.0,A2C19,28.0,,,1.0,TRANSISTOR
,,TEA1504,,12.0,A2C21,6.0,,,1.0,TRANSISTOR
,,TEA1506P,,12.0,A2C21,6.0,,,1.0,TRANSISTOR
,,TEA1506T,,10.0,A2C21,5.0,,,1.0,TRANSISTOR
,,TEA1507P,,10.0,A2C21,5.0,,,1.0,TRANSISTOR
,,TEA1522,,10.0,A2C22,5.0,,,1.0,TRANSISTOR
,,TEA1533,,12.0,A2C22,6.0,,,1.0,TRANSISTOR
,,TEA1620,,10.0,A2C22,5.0,,,1.0,TRANSISTOR
,,TEA2019,,10.0,A2C22,5.0,,,1.0,TRANSISTOR
,,TEA2025,,3.0,A2C22,1.5,,,1.0,TRANSISTOR
,,TEA2262,,10.0,A2C22,5.0,,,1.0,TRANSISTOR
,,TEA5170,,15.0,A2C22,7.5,,,1.0,TRANSISTOR
,,TECC1070PG31A,,,A1,,,,1.0,FLYBACK
,,TECC1070PK22A,,,A1,,,,1.0,FLYBACK
,,TF361M,,6.0,A2C19,3.0,,,1.0,TRANSISTOR
,,TFA9842,,9.0,A2C19,4.5,,,1.0,TRANSISTOR
,,TIP102,ECG2343,3.0,B1A12,1.5,,,1.0,TRANSISTOR
,,TIP107,,5.0,B1A12,2.5,,,1.0,TRANSISTOR
,,TIP112,,4.0,B1A12,2.0,,,1.0,TRANSISTOR
,,TIP120,ECG261,3.0,B1A12,1.5,,,1.0,TRANSISTOR
,,TIP122,ECG261,3.5,B1A12,1.75,,,1.0,TRANSISTOR
,,TIP127,ECG262,3.0,B1A12,1.5,,,1.0,TRANSISTOR
,,TIP142,,7.0,B1A13,3.5,,,1.0,TRANSISTOR
,,TIP147,ECG271,5.0,B1A13,2.5,,,1.0,TRANSISTOR
,,TIP2955,ECG393,7.0,B1A14,3.5,,,1.0,TRANSISTOR
,,TIP3055,ECG392,5.0,B1A14,2.5,,,1.0,TRANSISTOR
,,TIP31,ECG291,2.0,B1A10,1.0,,,1.0,TRANSISTOR
,,TIP32,ECG197,2.0,B1A10,1.0,,,1.0,TRANSISTOR
,,TIP34,ECG391,6.0,B1A10,3.0,,,1.0,TRANSISTOR
,,TIP35,ECG392,6.0,B1A10,3.0,,,1.0,TRANSISTOR
,,TIP41,ECG196,2.0,B1A11,1.0,,,1.0,TRANSISTOR
,,TIP42,ECG197,2.0,B1A11,1.0,,,1.0,TRANSISTOR
,,TL071,,3.0,A2C23,1.5,,,1.0,INTEGRADO
,,TL072,,3.0,A2C23,1.5,,,1.0,INTEGRADO
,,TL074,,5.5,A2C23,2.75,,,1.0,INTEGRADO
,,TL081,,3.0,A2C23,1.5,,,1.0,INTEGRADO
,,TL082,,3.0,A2C23,1.5,,,1.0,INTEGRADO
,,TL084,,3.0,A2C23,1.5,,,1.0,INTEGRADO
,,TL431,,1.5,A2C23,0.75,,,1.0,INTEGRADO
,,TL432,,2.0,A2C24,1.0,,,1.0,INTEGRADO
,,TL494,,4.0,A2C24,2.0,,,1.0,INTEGRADO
,,TLF14617F,,,A1,,,,1.0,FLYBACK
,,TLF14634,,,A1,,,,1.0,FLYBACK
,,TLF14644,,,A1,,,,1.0,FLYBACK
,,TLF14701F,,,A1,,,,1.0,FLYBACK
,,TLF14706,,,A1,,,,1.0,FLYBACK
,,TLF6021F,,,A1,,,,1.0,FLYBACK
,,TMM27128AD-20,,40.0,A2C24,20.0,,,1.0,INTEGRADO
,,TMP47C434N-3401,,55.0,A2C24,27.5,,,1.0,INTEGRADO
,,TMP47C434N-3408,,55.0,A2C24,27.5,,,1.0,INTEGRADO
,,TMSR3452NDL,,25.0,A2C24,12.5,,,1.0,INTEGRADO
,,TNY176,,10.0,A2C25,5.0,,,1.0,INTEGRADO
,,TNY177,,6.0,A2C25,3.0,,,1.0,INTEGRADO
,,TNY179,,12.0,A2C25,6.0,,,1.0,INTEGRADO
,,TNY264,,12.0,A2C25,6.0,,,1.0,INTEGRADO
,,TNY266,TNY268,12.0,A2C25,6.0,,,1.0,INTEGRADO
,,TNY267,,6.0,A2C25,3.0,,,1.0,INTEGRADO
,,TNY268,TN266,12.0,A2C25,6.0,,,1.0,INTEGRADO
,,TNY277PN,K804; 52255A,,A2C25,,,,1.0,INTEGRADO
,,TNY280,,14.0,A2C25,7.0,,,1.0,INTEGRADO
,,TNY616,,,A2C25,,,,1.0,INTEGRADO
,,TOP222,,5.0,A2C26,2.5,,,1.0,INTEGRADO
,,TOP243,,16.0,A2C26,8.0,,,1.0,INTEGRADO
,,TOP244,,16.0,A2C26,8.0,,,1.0,INTEGRADO
,,TOP245PN,,14.0,A2C26,7.0,,,1.0,INTEGRADO
,,TOP245YN,,15.0,A2C26,7.5,,,1.0,INTEGRADO
,,TOP247,,13.0,A2C26,6.5,,,1.0,INTEGRADO
,,TOP256PN,,14.0,A2C26,7.0,,,1.0,INTEGRADO
,,TOP258,,8.0,A2C26,4.0,,,1.0,INTEGRADO
,,TP4071,,4.0,B3B9,2.0,,,1.0,TRANSISTOR
,,TT2140,,5.0,A2C27,2.5,,,1.0,INTEGRADO
,,TT2142,,10.0,A2C27,5.0,,,1.0,INTEGRADO
,,TT2170,D2627,6.0,A2C27,3.0,,,1.0,INTEGRADO
,,TT2190,C6093,6.0,A2C27,3.0,,,1.0,INTEGRADO
,,TT2206,,9.0,A2C27,4.5,,,1.0,INTEGRADO
,,TT2222,,6.0,A2C27,3.0,,,1.0,INTEGRADO
,,TT2246,,7.0,A2C28,3.5,,,1.0,INTEGRADO
,,TT6093,,6.0,A2C28,3.0,,,1.0,INTEGRADO
,,TV50,,1.0,B1D10,0.5,,,1.0,INTEGRADO
,,TY50,,1.0,A2C19,0.5,,,1.0,INTEGRADO
,,U2510,,10.0,A2C28,5.0,,,1.0,INTEGRADO
,,UA741CN,KAS136,4.0,A2C28,2.0,,,1.0,INTEGRADO
,,UC3842,,4.0,A2C29,2.0,,,1.0,INTEGRADO
,,UC3843,,5.0,A2C29,2.5,,,1.0,INTEGRADO
,,UC3844,,5.0,A2C29,2.5,,,1.0,INTEGRADO
,,ULN2004,,5.0,A2C29,2.5,,,1.0,INTEGRADO
,,ULN2803,,12.0,A2C29,6.0,,,1.0,INTEGRADO
,,ULN3204,,7.0,A2C29,3.5,,,1.0,INTEGRADO
,,UPC1337,,9.0,A2C30,4.5,,,1.0,INTEGRADO
,,UPD1937,,8.0,A2C30,4.0,,,1.0,INTEGRADO
,,UPD1987,,10.0,A2C30,5.0,,,1.0,INTEGRADO
,,VIPER171,,12.0,A2C30,6.0,,,1.0,INTEGRADO
,,VIPER22A,,6.0,A2C30,3.0,,,1.0,INTEGRADO
,,VM275-UD6702W Desktop PC,,699.0,,349.5,,,3.0,PC
,,VM500-UD8702W Desktop PC,,699.0,,349.5,,,3.0,PC
,,YD2026,,10.0,A2C30,5.0,,,1.0,INTEGRADO
,,ZA153,,16.0,A2C30,8.0,,,1.0,INTEGRADO
